NO,名称,住所,都道府県名,市区町村名,災害種別_洪水,災害種別_崖崩れ、土石流及び地滑り,災害種別_高潮,災害種別_地震,災害種別_津波,災害種別_大規模な火事,災害種別_内水氾濫,災害種別_火山現象,指定避難所との重複,想定収容人数
231,末広中学校,千葉県千葉市中央区末広2-10-1,千葉県,千葉市,1,1,1,1,1,,1,,1,5230
232,末広公民館,千葉県千葉市中央区末広3-2-2,千葉県,千葉市,1,1,,1,1,,1,,1,160
233,千葉ポートアリーナ,千葉県千葉市中央区問屋町1-20,千葉県,千葉市,1,1,,1,1,,1,,1,1630
234,千葉ポートスクエア,千葉県千葉市中央区問屋町1-35,千葉県,千葉市,,,,,1,,,,,1630
235,新宿中学校,千葉県千葉市中央区問屋町1-73,千葉県,千葉市,1,1,1,1,1,,1,,1,5340
236,院内小学校,千葉県千葉市中央区祐光1-25-3,千葉県,千葉市,1,1,1,1,1,,1,,1,3510
237,市民会館,千葉県千葉市中央区要町1-1,千葉県,千葉市,1,1,1,1,1,,1,,1,2390
238,幕張海浜公園,千葉県千葉市美浜区ひび野2,千葉県,千葉市,1,1,,1,1,1,1,,,123200
239,磯辺第三小学校,千葉県千葉市美浜区磯辺1-25-1,千葉県,千葉市,1,1,1,1,1,,1,,1,3980
240,磯辺公園,千葉県千葉市美浜区磯辺1-26,千葉県,千葉市,1,1,,1,1,,1,,,3900
241,磯辺公民館,千葉県千葉市美浜区磯辺1-48-1,千葉県,千葉市,1,1,,1,1,,1,,1,200
242,磯辺スポーツセンター,千葉県千葉市美浜区磯辺1-50-1,千葉県,千葉市,1,1,,1,1,,1,,1,5030
243,県立磯辺高等学校,千葉県千葉市美浜区磯辺2-7-1,千葉県,千葉市,1,1,1,1,1,,1,,1,14380
244,県立千葉西高等学校,千葉県千葉市美浜区磯辺3-30-3,千葉県,千葉市,1,1,1,1,1,,1,,1,11220
245,磯辺小学校,千葉県千葉市美浜区磯辺4-16-1,千葉県,千葉市,1,1,1,1,1,,1,,1,4840
246,中磯辺公園,千葉県千葉市美浜区磯辺4-27,千葉県,千葉市,1,1,,1,1,,1,,,5720
247,北磯辺公園,千葉県千葉市美浜区磯辺6-4,千葉県,千葉市,1,1,,1,1,,1,,,1780
248,磯辺中学校,千葉県千葉市美浜区磯辺7-1-1,千葉県,千葉市,1,1,1,1,1,,1,,1,8770
249,稲浜小学校,千葉県千葉市美浜区稲毛海岸2-3-2,千葉県,千葉市,1,1,1,1,1,1,1,,1,3630
250,稲浜中学校,千葉県千葉市美浜区稲毛海岸2-3-3,千葉県,千葉市,1,1,1,1,1,1,1,,1,6420
251,稲毛海岸公園一帯,千葉県千葉市美浜区稲毛海岸2-3,千葉県,千葉市,1,1,1,1,1,1,1,,,19190
252,稲浜公民館,千葉県千葉市美浜区稲毛海岸3-4-1,千葉県,千葉市,1,1,,1,1,,1,,1,470
253,稲毛第二小学校,千葉県千葉市美浜区稲毛海岸5-7-1,千葉県,千葉市,1,1,1,1,1,,1,,1,4580
254,幸町第三小学校,千葉県千葉市美浜区幸町1-10-1,千葉県,千葉市,1,1,1,1,1,1,1,,1,3490
255,幸町第二中学校,千葉県千葉市美浜区幸町1-10-2,千葉県,千葉市,1,1,1,1,1,1,1,,1,5380
256,幸町第二中学校一帯,千葉県千葉市美浜区幸町1-10-2,千葉県,千葉市,1,1,1,1,1,1,1,,1,14950
257,綜警千葉ビル,千葉県千葉市美浜区幸町1-26-5,千葉県,千葉市,,,,,1,,,,,200
258,幸町小学校,千葉県千葉市美浜区幸町2-12-12,千葉県,千葉市,1,1,1,1,1,1,1,,1,4400
259,幸町公民館,千葉県千葉市美浜区幸町2-12-14,千葉県,千葉市,1,1,,1,1,,1,,1,420
260,幸町第一中学校,千葉県千葉市美浜区幸町2-12-7,千葉県,千葉市,1,1,1,1,1,1,1,,1,5900
261,幸町第一中学校一帯,千葉県千葉市美浜区幸町2-12-7,千葉県,千葉市,1,1,1,1,1,1,1,,1,9170
262,旧幸町第一小学校（跡施設）,千葉県千葉市美浜区幸町2-17-4,千葉県,千葉市,1,1,1,1,1,,1,,1,3570
263,旧幸町第二小学校（跡施設）,千葉県千葉市美浜区幸町2-9-4,千葉県,千葉市,1,1,1,1,1,,1,,1,4420
264,高洲第四小学校,千葉県千葉市美浜区高洲1-15-1,千葉県,千葉市,1,1,1,1,1,,1,,1,4830
265,高洲小学校,千葉県千葉市美浜区高洲2-2-20,千葉県,千葉市,1,1,1,1,1,,1,,1,4340
266,高洲中学校,千葉県千葉市美浜区高洲2-3-18,千葉県,千葉市,1,1,1,1,1,,1,,1,6580
267,高洲コミュニティセンター,千葉県千葉市美浜区高洲3-12-1,千葉県,千葉市,1,1,1,1,1,,1,,1,1380
268,高洲公園,千葉県千葉市美浜区高洲3-2,千葉県,千葉市,1,1,,1,1,,1,,,3750
269,高洲第三小学校,千葉県千葉市美浜区高洲3-3-11,千葉県,千葉市,1,1,1,1,1,,1,,1,5560
270,高洲スポーツセンター体育館,千葉県千葉市美浜区高洲4-2-2,千葉県,千葉市,1,1,,1,1,1,1,,1,320
271,旧高洲第二中学校（跡施設）,千葉県千葉市美浜区高洲4-4-3,千葉県,千葉市,1,1,1,1,1,,1,,1,6440
272,高浜第一小学校,千葉県千葉市美浜区高浜1-4-1,千葉県,千葉市,1,1,1,1,1,,1,,1,3150
273,高浜公園,千葉県千葉市美浜区高浜1-8,千葉県,千葉市,1,1,,1,1,,1,,,3890
274,高浜公民館,千葉県千葉市美浜区高浜1-8-3,千葉県,千葉市,1,1,,1,1,,1,,1,210
275,地方卸売市場,千葉県千葉市美浜区高浜2-2-1,千葉県,千葉市,,,,,1,,,,,577
276,南高浜公園,千葉県千葉市美浜区高浜3-2,千葉県,千葉市,1,1,,1,1,,1,,,3000
277,中高浜公園,千葉県千葉市美浜区高浜4-6,千葉県,千葉市,1,1,,1,1,,1,,,3890
278,高浜中学校,千葉県千葉市美浜区高浜4-8-1,千葉県,千葉市,1,1,1,1,1,,1,,1,10270
279,高浜海浜小学校,千葉県千葉市美浜区高浜4-8-2,千葉県,千葉市,1,1,1,1,1,,1,,1,4330
280,北高浜公園,千葉県千葉市美浜区高浜5-19,千葉県,千葉市,1,1,,1,1,,1,,,3260
281,神田外語大学（※建物を含まない）,千葉県千葉市美浜区若葉1-4-1,千葉県,千葉市,1,1,,1,1,1,1,,,39530
282,県立幕張総合高等学校（看護科校舎）,千葉県千葉市美浜区若葉2-10-2,千葉県,千葉市,1,1,,1,1,,1,,1,1420
283,県立幕張総合高等学校,千葉県千葉市美浜区若葉3-1-6,千葉県,千葉市,1,1,1,1,1,,1,,1,24960
284,幕張勤労市民プラザ,千葉県千葉市美浜区若葉3-1-8,千葉県,千葉市,1,1,,1,1,,1,,1,1140
285,新港清掃工場,千葉県千葉市美浜区新港226-1,千葉県,千葉市,,,,,1,,,,,600
286,真砂公園,千葉県千葉市美浜区真砂1-11,千葉県,千葉市,1,1,,1,1,,1,,,3900
287,真砂第五小学校,千葉県千葉市美浜区真砂1-12-15,千葉県,千葉市,1,1,1,1,1,,1,,1,5140
288,東京歯科大学一帯（※建物を含まない）,千葉県千葉市美浜区真砂1-2-2,千葉県,千葉市,1,1,,1,1,1,1,,,58950
289,真砂東小学校,千葉県千葉市美浜区真砂2-13-1,千葉県,千葉市,1,1,1,1,1,1,1,,1,5170
290,真砂コミュニティセンター,千葉県千葉市美浜区真砂2-3-1,千葉県,千葉市,1,1,1,1,1,,1,,1,2030
291,県立検見川高等学校,千葉県千葉市美浜区真砂4-17-1,千葉県,千葉市,1,1,1,1,1,,1,,1,12400
292,真砂西小学校,千葉県千葉市美浜区真砂4-5-1,千葉県,千葉市,1,1,1,1,1,1,1,,1,3900
293,真砂中央公園,千葉県千葉市美浜区真砂5-15,千葉県,千葉市,1,1,,1,1,1,1,,,12550
294,市立高等特別支援学校,千葉県千葉市美浜区真砂5-18-1,千葉県,千葉市,1,1,1,1,1,1,1,,1,4770
295,真砂中学校,千葉県千葉市美浜区真砂5-18-2,千葉県,千葉市,1,1,1,1,1,1,1,,1,6710
296,真砂中学校一帯,千葉県千葉市美浜区真砂5-18-2,千葉県,千葉市,1,1,1,1,1,1,1,,1,48850
297,打瀬小学校,千葉県千葉市美浜区打瀬1-3-1,千葉県,千葉市,1,1,,1,1,,1,,1,4120
298,打瀬公民館,千葉県千葉市美浜区打瀬2-13,千葉県,千葉市,1,1,,1,1,,1,,1,310
299,美浜打瀬小学校,千葉県千葉市美浜区打瀬2-18-1,千葉県,千葉市,1,1,,1,1,,1,,1,4340
300,打瀬中学校,千葉県千葉市美浜区打瀬3-12-1,千葉県,千葉市,1,1,1,1,1,,1,,1,8320
301,海浜打瀬小学校,千葉県千葉市美浜区打瀬3-3-1,千葉県,千葉市,1,1,,1,1,,1,,1,3790
302,幕張西公民館,千葉県千葉市美浜区幕張西2-6-2,千葉県,千葉市,1,1,,1,1,,1,,1,230
303,幕張西小学校,千葉県千葉市美浜区幕張西2-8-1,千葉県,千葉市,1,1,1,1,1,1,1,,1,5000
304,幕張西小学校一帯,千葉県千葉市美浜区幕張西2-8-1,千葉県,千葉市,1,1,1,1,1,1,1,,1,16390
305,幕張西中学校,千葉県千葉市美浜区幕張西2-9-1,千葉県,千葉市,1,1,1,1,1,1,1,,1,6960
306,幕張西第２公園,千葉県千葉市美浜区幕張西3-4,千葉県,千葉市,1,1,,1,1,,1,,,4870
307,幕張西第３公園,千葉県千葉市美浜区幕張西6-2-1,千葉県,千葉市,1,1,,1,1,,1,,,4800
308,土気南小学校,千葉県千葉市緑区あすみが丘4-16,千葉県,千葉市,1,1,1,1,1,,1,,1,4820
309,土気南中学校,千葉県千葉市緑区あすみが丘4-38,千葉県,千葉市,1,1,1,1,1,1,1,,1,5380
310,土気南中学校一帯,千葉県千葉市緑区あすみが丘4-38,千葉県,千葉市,1,1,1,1,1,1,1,,1,44060
311,あすみが丘ふれあいの広場公園,千葉県千葉市緑区あすみが丘6-1,千葉県,千葉市,1,1,1,1,1,,1,,,5620
312,あすみが丘小学校,千葉県千葉市緑区あすみが丘6-2,千葉県,千葉市,1,1,1,1,1,,1,,1,4730
313,大椎小学校,千葉県千葉市緑区あすみが丘6-38,千葉県,千葉市,1,1,1,1,1,,1,,1,3510
314,土気あすみが丘プラザ,千葉県千葉市緑区あすみが丘7-2-4,千葉県,千葉市,1,1,1,1,1,,1,,1,1830
315,大椎中学校,千葉県千葉市緑区あすみが丘8-26,千葉県,千葉市,1,1,1,1,1,,1,,1,5830
316,あすみが丘やすらぎの広場公園,千葉県千葉市緑区あすみが丘9-13,千葉県,千葉市,1,1,1,1,1,,1,,,3000
317,県立土気高等学校,千葉県千葉市緑区あすみが丘東2-24-1,千葉県,千葉市,1,1,1,1,1,,1,,1,14290
318,有吉小学校,千葉県千葉市緑区おゆみ野1-53,千葉県,千葉市,1,1,1,1,1,,1,,1,5140
319,有吉中学校,千葉県千葉市緑区おゆみ野2-41,千葉県,千葉市,1,1,1,1,1,,1,,1,7510
320,おゆみ野さくら公園,千葉県千葉市緑区おゆみ野2-42,千葉県,千葉市,1,1,1,1,1,,1,,,3900
321,鎌取コミュニティセンター,千葉県千葉市緑区おゆみ野3-15-2,千葉県,千葉市,1,1,1,1,1,,1,,1,1090
322,小谷小学校,千葉県千葉市緑区おゆみ野4-45,千葉県,千葉市,1,1,1,1,1,,1,,1,4070
323,扇田小学校,千葉県千葉市緑区おゆみ野中央1-26,千葉県,千葉市,1,1,1,1,1,,1,,1,4350
324,おゆみ野公民館,千葉県千葉市緑区おゆみ野中央2-7-6,千葉県,千葉市,1,1,1,1,1,,1,,1,430
325,泉谷中学校,千葉県千葉市緑区おゆみ野中央4-2,千葉県,千葉市,1,1,1,1,1,1,1,,1,8310
326,泉谷小学校,千葉県千葉市緑区おゆみ野中央4-3,千葉県,千葉市,1,1,1,1,1,1,1,,1,6110
327,泉谷小学校一帯,千葉県千葉市緑区おゆみ野中央4-3,千葉県,千葉市,1,1,1,1,1,1,1,,1,58070
328,おゆみ野南小学校,千葉県千葉市緑区おゆみ野南4-26,千葉県,千葉市,1,1,1,1,1,,1,,1,4980
329,おゆみ野南中学校,千葉県千葉市緑区おゆみ野南5-25,千葉県,千葉市,1,1,1,1,1,,1,,1,6810
330,金沢小学校,千葉県千葉市緑区おゆみ野南5-31,千葉県,千葉市,1,1,1,1,1,,1,,1,4480
331,越智中学校,千葉県千葉市緑区越智町651,千葉県,千葉市,1,1,1,1,1,,1,,1,8200
332,越智小学校,千葉県千葉市緑区越智町705-359,千葉県,千葉市,1,1,1,1,1,,1,,1,5400
333,越智中央公園,千葉県千葉市緑区越智町810-7,千葉県,千葉市,1,1,1,1,1,,1,,,3710
334,越智公民館,千葉県千葉市緑区越智町822-7,千葉県,千葉市,1,1,1,1,1,,1,,1,250
335,古市場体育館・古市場公園野球場,千葉県千葉市緑区古市場町474-277,千葉県,千葉市,1,1,1,1,1,,1,,1,2910
336,東急セブンハンドレッドクラブ（※建物を含まない）,千葉県千葉市緑区小山町359-6,千葉県,千葉市,1,1,1,1,1,1,1,,,650000
337,本千葉カントリークラブ（※建物を含まない）,千葉県千葉市緑区大金沢町311,千葉県,千葉市,1,1,1,1,1,1,1,,,332000
338,大木戸小学校,千葉県千葉市緑区大木戸町317,千葉県,千葉市,1,1,1,1,1,,1,,1,4420
339,大野台中央公園,千葉県千葉市緑区大野台1-6-2,千葉県,千葉市,1,1,1,1,1,,1,,,18530
340,土気中学校,千葉県千葉市緑区土気町1400,千葉県,千葉市,1,1,1,1,1,1,1,,1,6470
341,土気公民館,千葉県千葉市緑区土気町1631-7,千葉県,千葉市,1,1,1,1,1,,1,,1,200
342,土気市民センター,千葉県千葉市緑区土気町1634,千葉県,千葉市,1,1,1,1,1,,1,,1,60
343,土気小学校,千葉県千葉市緑区土気町1634-2,千葉県,千葉市,1,1,1,1,1,,1,,1,3730
344,昭和の森,千葉県千葉市緑区土気町22,千葉県,千葉市,1,1,1,1,1,1,1,,,370000
345,椎名公民館,千葉県千葉市緑区富岡町290-1,千葉県,千葉市,1,,1,1,1,,1,,1,160
346,平川カントリークラブ（※建物を含まない）,千葉県千葉市緑区平川町405,千葉県,千葉市,1,1,1,1,1,1,1,,,308000
347,平山小学校,千葉県千葉市緑区辺田町141,千葉県,千葉市,1,1,1,1,1,,1,,1,4590
348,袖ヶ浦カンツリー倶楽部袖ヶ浦コース（※建物を含まない）,千葉県千葉市緑区辺田町567,千葉県,千葉市,1,1,1,1,1,1,1,,,324000
349,椎名小学校,千葉県千葉市緑区茂呂町582,千葉県,千葉市,1,1,1,1,1,,1,,1,4600
350,誉田中学校,千葉県千葉市緑区誉田町1-138,千葉県,千葉市,1,1,1,1,1,1,1,,1,5240
351,誉田小学校,千葉県千葉市緑区誉田町1-27,千葉県,千葉市,1,1,1,1,1,,1,,1,3800
352,誉田南公園,千葉県千葉市緑区誉田町1-780,千葉県,千葉市,1,1,1,1,1,,1,,,4890
353,誉田公民館,千葉県千葉市緑区誉田町1-789-49,千葉県,千葉市,1,1,1,1,1,,1,,1,680
354,誉田東小学校,千葉県千葉市緑区誉田町2-21-84,千葉県,千葉市,1,1,1,1,1,,1,,1,4540
355,稲丘小学校,千葉県千葉市稲毛区稲丘町19-30,千葉県,千葉市,1,1,1,1,1,,1,,1,4500
356,稲毛公園,千葉県千葉市稲毛区稲毛1-10,千葉県,千葉市,1,1,1,1,1,,1,,,10110
357,稲毛公民館,千葉県千葉市稲毛区稲毛1-10-17,千葉県,千葉市,1,1,1,1,1,,1,,1,220
358,稲毛中学校,千葉県千葉市稲毛区稲毛町5-120,千葉県,千葉市,1,1,1,1,1,,1,,1,6000
359,稲毛小学校,千葉県千葉市稲毛区稲毛町5-534-5,千葉県,千葉市,,1,1,1,1,,,,1,2820
360,稲毛東公園,千葉県千葉市稲毛区稲毛東5-8,千葉県,千葉市,1,1,1,1,1,,1,,,4070
361,草野小学校,千葉県千葉市稲毛区園生町1385,千葉県,千葉市,1,1,1,1,1,,1,,1,4350
362,草野中学校,千葉県千葉市稲毛区園生町1397,千葉県,千葉市,1,1,1,1,1,,1,,1,5340
363,草野公民館,千葉県千葉市稲毛区園生町384-93,千葉県,千葉市,1,1,1,1,1,,1,,1,200
364,あやめ台小学校,千葉県千葉市稲毛区園生町446-1,千葉県,千葉市,1,1,1,1,1,,1,,1,4960
365,地球の丸く見える丘,千葉県銚子市天王台714,千葉県,銚子市,1,1,1,1,1,1,,,,5000
366,唐子町公園,千葉県銚子市唐子町22-1,千葉県,銚子市,,1,,1,,,,,,2610
367,銚子中学校,千葉県銚子市唐子町31-2,千葉県,銚子市,,1,,1,,1,,,1,5660
368,双葉小学校,千葉県銚子市東芝町8-5,千葉県,銚子市,1,1,1,1,1,,,,1,2040
369,第三中学校,千葉県銚子市東小川町2348,千葉県,銚子市,1,,1,1,1,1,,,1,5280
370,県立銚子高校,千葉県銚子市南小川町943,千葉県,銚子市,1,1,1,1,1,1,,,1,7700
371,豊里台緑が丘公園,千葉県銚子市豊里台1-1044-10,千葉県,銚子市,1,1,1,1,1,1,,,,7330
372,本城小学校,千葉県銚子市本城町4-226,千葉県,銚子市,1,1,1,1,1,1,,,1,6750
373,末広町広場,千葉県銚子市末広町100-12,千葉県,銚子市,1,1,1,1,1,,,,,640
374,末広町公園,千葉県銚子市末広町3-1,千葉県,銚子市,,1,,1,,,,,,1050
375,第一中学校,千葉県銚子市明神町1-1,千葉県,銚子市,1,1,1,1,1,,,,1,4460
376,明神小学校,千葉県銚子市明神町1-1,千葉県,銚子市,1,1,1,1,1,1,,,1,5270
377,銚子スポーツタウン,千葉県銚子市野尻町1600,千葉県,銚子市,1,1,1,1,1,1,,,1,16100
378,さるだ学集館（旧猿田小学校）,千葉県銚子市猿田町1179-2,千葉県,銚子市,1,1,1,1,1,,,,1,2590
379,東部児童遊園,千葉県銚子市和田町1-1,千葉県,銚子市,,1,,1,,,,,,430
380,春日小学校,千葉県銚子市春日町287,千葉県,銚子市,1,1,1,1,1,,,,1,3540
381,椎柴小学校,千葉県銚子市小船木町1-385,千葉県,銚子市,1,1,1,1,1,,,,1,1700
382,松本町公園,千葉県銚子市松本町2-829-1,千葉県,銚子市,1,1,1,1,1,,,,,420
383,新生公園,千葉県銚子市新生町1-1-1,千葉県,銚子市,,1,,1,,,,,,310
384,中央みどり公園,千葉県銚子市新生町2-11-1,千葉県,銚子市,1,1,1,1,1,,,,,4140
385,陣屋町公園,千葉県銚子市陣屋町5-1,千葉県,銚子市,1,1,1,1,1,,,,,1440
386,清水小学校,千葉県銚子市清水町2894,千葉県,銚子市,1,,1,1,1,,,,1,3960
387,清川町第一公園,千葉県銚子市清川町4-6-1,千葉県,銚子市,1,1,1,1,1,1,,,,5740
388,船木小学校,千葉県銚子市船木町140,千葉県,銚子市,1,1,1,1,1,,,,1,2310
389,飯沼小学校,千葉県銚子市前宿町1200,千葉県,銚子市,1,,1,1,1,1,,,1,6640
390,前宿町公園,千葉県銚子市前宿町530,千葉県,銚子市,1,1,1,1,1,1,,,,33250
391,県立銚子商業高校,千葉県銚子市台町1781,千葉県,銚子市,1,,1,1,1,1,,,1,24360
392,シンボルロードポケット広場,千葉県銚子市中央町100-14,千葉県,銚子市,,1,,1,,,,,,300
393,本通公園,千葉県銚子市中央町13-1,千葉県,銚子市,,1,,1,,,,,,1430
394,銚子西中学校,千葉県銚子市長塚町3-620,千葉県,銚子市,1,1,1,1,1,1,,,1,7330
395,ジオパーク・芸術センター,千葉県銚子市八木町1777-1,千葉県,銚子市,1,1,1,1,1,,,,1,2430
396,笠上団地内広場,千葉県銚子市海鹿島町5226-70,千葉県,銚子市,1,1,1,1,1,,,,,270
397,外川児童遊園,千葉県銚子市外川町4-10357-1,千葉県,銚子市,1,1,1,1,1,,,,,1030
398,海上小学校,千葉県銚子市垣根町1-370,千葉県,銚子市,1,1,1,1,1,,,,1,3060
399,高神小学校,千葉県銚子市犬吠埼10222-1,千葉県,銚子市,1,1,1,1,1,1,,,1,6090
400,第二中学校,千葉県銚子市犬吠埼10292-49,千葉県,銚子市,1,1,1,1,1,,,,1,4830
401,後飯町公園,千葉県銚子市後飯町6-9,千葉県,銚子市,1,1,1,1,1,1,,,,5140
402,高神公園,千葉県銚子市高神東町782,千葉県,銚子市,1,1,1,1,1,,,,,300
403,桜井町公園,千葉県銚子市桜井町61-1,千葉県,銚子市,,1,1,1,1,1,,,,30000
404,豊里小学校,千葉県銚子市笹本町360,千葉県,銚子市,1,,1,1,1,,,,1,1810
405,三軒町公園,千葉県銚子市三軒町17-1,千葉県,銚子市,,1,,1,,,,,,900
406,県立銚子特別支援学校,千葉県銚子市三崎町3-94-1,千葉県,銚子市,1,1,1,1,1,,,,1,1290
407,大谷津公園,千葉県銚子市春日町1076-2,千葉県,銚子市,1,1,1,1,1,,,,,1850
408,三崎団地内広場,千葉県銚子市春日町2150,千葉県,銚子市,1,1,1,1,1,,,,,600
409,市立銚子高校,千葉県銚子市春日町2689,千葉県,銚子市,1,,1,1,1,1,,,1,11200
410,大町小学校,千葉県市川市大町84-10,千葉県,市川市,1,1,1,1,1,,1,,1,"8,889人（敷地面積：13,334㎡÷1.5）"
411,大柏小学校,千葉県市川市大野町2-1877,千葉県,市川市,1,1,1,1,1,,1,,1,"9,837人（敷地面積14,756㎡÷1.5）"
412,大野小学校,千葉県市川市南大野1-42-1,千葉県,市川市,1,1,1,1,1,,1,,1,"10,704人（敷地面積16,057㎡÷1.5）"
413,柏井小学校,千葉県市川市柏井町1-1149-1,千葉県,市川市,1,1,1,1,1,,1,,1,"10,372人（敷地面積15,559㎡÷1.5"
414,宮久保小学校,千葉県市川市宮久保5-7-1,千葉県,市川市,1,1,1,1,1,,1,,1,"9,569人（敷地面積14,354㎡÷1.5）"
